Tweet Id,Type
1338923122079256576,pro_vaccines
1338925654759395334,pro_vaccines
1338928074646282241,pro_vaccines
1338930196771201026,pro_vaccines
1338938505846722560,pro_vaccines
1338983244612726791,pro_vaccines
1339075952421138434,pro_vaccines
1339256444055502848,pro_vaccines
1339269803803021313,pro_vaccines
1339272472567443463,pro_vaccines
1339280947754229764,pro_vaccines
1339330571693068291,pro_vaccines
1339348052793040897,pro_vaccines
1339377834083672068,pro_vaccines
1339398142278524928,pro_vaccines
1339401491732258818,pro_vaccines
1339420053041684480,pro_vaccines
1339445778796834820,pro_vaccines
1339456134864769025,pro_vaccines
1339518956374282241,pro_vaccines
1339592884476002307,pro_vaccines
1339630463971774464,pro_vaccines
1339638515160801283,pro_vaccines
1339643532844412931,pro_vaccines
1339661731753324544,pro_vaccines
1339691966506778625,pro_vaccines
1339710455925882883,pro_vaccines
1339725210774360064,pro_vaccines
1339738913292861441,pro_vaccines
1339758403120320512,pro_vaccines
1339766010379968512,pro_vaccines
1339769372882157568,pro_vaccines
1339801760894836737,pro_vaccines
1339844456867110912,pro_vaccines
1339887649604120576,pro_vaccines
1339924711724240896,pro_vaccines
1339926520588996612,pro_vaccines
1339931600864169984,pro_vaccines
1339933506617692162,pro_vaccines
1339985301645627392,pro_vaccines
1340015806688706564,pro_vaccines
1340021581490339840,pro_vaccines
1340074279531122688,pro_vaccines
1340118065124700163,pro_vaccines
1340124388998455296,pro_vaccines
1340124745640136704,pro_vaccines
1340147643201318913,pro_vaccines
1340154043264626690,pro_vaccines
1340269926234275841,pro_vaccines
1340308454876037124,pro_vaccines
1340318985741430784,pro_vaccines
1340356545528426498,pro_vaccines
1340359794809597955,pro_vaccines
1340363501399928832,pro_vaccines
1340363772268072963,pro_vaccines
1340398023633858560,pro_vaccines
1340399900442284032,pro_vaccines
1340407360989229056,pro_vaccines
1340493312352899073,pro_vaccines
1340506854879862784,pro_vaccines
1340512996456624128,pro_vaccines
1340527527371173888,pro_vaccines
1340539050713870336,pro_vaccines
1340646687958810628,pro_vaccines
1340664430930046977,pro_vaccines
1340677265491804160,pro_vaccines
1340686390871404545,pro_vaccines
1340726925468286976,pro_vaccines
1340754930190184449,pro_vaccines
1340785762279727106,pro_vaccines
1340805229655240705,pro_vaccines
1340829993337643008,pro_vaccines
1341022440537919493,pro_vaccines
1341066978828509190,pro_vaccines
1341208707619827723,pro_vaccines
1341366540516667394,pro_vaccines
1341395631412273155,pro_vaccines
1341514663259881472,pro_vaccines
1341689016756924416,pro_vaccines
1341741606697885698,pro_vaccines
1341782932260794374,pro_vaccines
1341802025034670083,pro_vaccines
1341816742163656709,pro_vaccines
1341819282452336641,pro_vaccines
1341881782652854275,pro_vaccines
1342164904657108994,pro_vaccines
1342186953144324096,pro_vaccines
1342207933598334976,pro_vaccines
1342338132428013568,pro_vaccines
1342584795671486476,pro_vaccines
1342600514555547653,pro_vaccines
1342771461908537344,pro_vaccines
1342795213639712770,pro_vaccines
1342843074855141378,pro_vaccines
1342849323483086848,pro_vaccines
1342969917474287616,pro_vaccines
1343046479187902464,pro_vaccines
1343158960413618181,pro_vaccines
1343232089517387777,pro_vaccines
1343259095118340097,pro_vaccines
1343278123857682445,pro_vaccines
1343350171095195649,pro_vaccines
1343363582780612608,pro_vaccines
1343472185764147200,pro_vaccines
1343522562211344385,pro_vaccines
1343533577624035328,pro_vaccines
1343706740987203590,pro_vaccines
1343707623535861760,pro_vaccines
1343709550709510144,pro_vaccines
1343709669936812033,pro_vaccines
1343744126416809985,pro_vaccines
1343915140232728577,pro_vaccines
1343934251444678656,pro_vaccines
1343955113719652354,pro_vaccines
1343964305243435015,pro_vaccines
1343973719694315522,pro_vaccines
1343982343128756224,pro_vaccines
1343988154315857920,pro_vaccines
1343992488097443845,pro_vaccines
1344038903599288320,pro_vaccines
1344076928815419397,pro_vaccines
1344100868837277696,pro_vaccines
1344161327758118913,pro_vaccines
1344208564894773249,pro_vaccines
1344210445683601408,pro_vaccines
1344270032239521792,pro_vaccines
1344286449022201857,pro_vaccines
1344333411498934272,pro_vaccines
1344337550350065664,pro_vaccines
1344339311626387456,pro_vaccines
1344352760175726592,pro_vaccines
1344404100599824385,pro_vaccines
1344420482800562177,pro_vaccines
1344478355026952192,pro_vaccines
1344592927939461120,pro_vaccines
1344633977001263105,pro_vaccines
1344659987100880899,pro_vaccines
1344718379379265538,pro_vaccines
1344749873946624000,pro_vaccines
1344750783611461633,pro_vaccines
1344770457996816384,pro_vaccines
1344801348794068992,pro_vaccines
1344805994682048513,pro_vaccines
1344851792933363712,pro_vaccines
1344932990137241600,pro_vaccines
1344989915587743744,pro_vaccines
1345000313577758725,pro_vaccines
1345050286595796992,pro_vaccines
1345088055540146177,pro_vaccines
1345131878605615109,pro_vaccines
1345133118928400384,pro_vaccines
1345190498127011846,pro_vaccines
1345441736504582144,pro_vaccines
1345472601754361857,pro_vaccines
1345502714822881280,pro_vaccines
1345510451568914432,pro_vaccines
1345766589849808898,pro_vaccines
1345916405057777664,pro_vaccines
1345992991652024320,pro_vaccines
1345995887810527232,pro_vaccines
1346068107513643010,pro_vaccines
1346096276920741889,pro_vaccines
1346176421987811329,pro_vaccines
1346431280024584192,pro_vaccines
1346436142179241984,pro_vaccines
1346475728783622148,pro_vaccines
1346506351640506369,pro_vaccines
1346511187375173632,pro_vaccines
1346562499349340160,pro_vaccines
1346662930922827781,pro_vaccines
1346677131338686465,pro_vaccines
1346836704141963265,pro_vaccines
1346874585975844865,pro_vaccines
1346881130474123270,pro_vaccines
1346883007941144578,pro_vaccines
1346936610676346882,pro_vaccines
1346939390585679874,pro_vaccines
1346999717100589059,pro_vaccines
1347188310918246401,pro_vaccines
1347201307539460098,pro_vaccines
1347233459169685508,pro_vaccines
1347238339536179203,pro_vaccines
1347271507152551937,pro_vaccines
1347276851694211072,pro_vaccines
1347444270253432833,pro_vaccines
1347557208003788800,pro_vaccines
1347591068359995394,pro_vaccines
1347622923142651911,pro_vaccines
1347641644947009538,pro_vaccines
1347819201365377031,pro_vaccines
1347876427597799424,pro_vaccines
1347952335901786118,pro_vaccines
1347987707281235971,pro_vaccines
1348000678074085376,pro_vaccines
1348031659761934341,pro_vaccines
1348090842779578373,pro_vaccines
1348182655657889794,pro_vaccines
1348264252273004545,pro_vaccines
1348270251448954880,pro_vaccines
1348336029095354368,pro_vaccines
1348353922692390912,pro_vaccines
1348357487024631809,pro_vaccines
1348459446947573763,pro_vaccines
1348459452802813952,pro_vaccines
1348610429770199042,pro_vaccines
1348710961708814338,pro_vaccines
1348715050106716166,pro_vaccines
1348727341757960197,pro_vaccines
1348745503442288641,pro_vaccines
1348771916342046721,pro_vaccines
1349067121389690881,pro_vaccines
1349121010650521600,pro_vaccines
1349186647213150209,pro_vaccines
1349430706347274240,pro_vaccines
1349765510888566787,pro_vaccines
1349773189564522497,pro_vaccines
1349779291106467840,pro_vaccines
1349785683087425537,pro_vaccines
1349787791002103809,pro_vaccines
1349787788611301387,pro_vaccines
1349804785801830401,pro_vaccines
1349847036720508930,pro_vaccines
1349885844769935360,pro_vaccines
1349994972615999488,pro_vaccines
1350172497740668929,pro_vaccines
1350178569708859399,pro_vaccines
1350195524452954113,pro_vaccines
1350211572292067328,pro_vaccines
1350225012423159808,pro_vaccines
1350260312319156225,pro_vaccines
1350444709236207619,pro_vaccines
1350483089236099072,pro_vaccines
1350488155611394048,pro_vaccines
1350739421419753472,pro_vaccines
1350739780829655040,pro_vaccines
1350741147598139399,pro_vaccines
1350743170682920960,pro_vaccines
1350743650406432768,pro_vaccines
1350755358751551490,pro_vaccines
1350856454232829952,pro_vaccines
1350867151050084353,pro_vaccines
1350890275959406593,pro_vaccines
1350909989850931205,pro_vaccines
1350996629046886401,pro_vaccines
1351044256153165829,pro_vaccines
1351188425102254080,pro_vaccines
1351266304158793728,pro_vaccines
1351283164694667265,pro_vaccines
1351295879836291076,pro_vaccines
1351326789797351426,pro_vaccines
1351352736202203136,pro_vaccines
1351352739549175810,pro_vaccines
1351383194923220992,pro_vaccines
1351416286744612864,pro_vaccines
1351435835997003785,pro_vaccines
1351460991645659142,pro_vaccines
1351517781188083714,pro_vaccines
1351562679681482752,pro_vaccines
1351604246630821890,pro_vaccines
1351615566885347331,pro_vaccines
1351628772861243392,pro_vaccines
1351665605284306946,pro_vaccines
1351747567802085376,pro_vaccines
1351774305600888833,pro_vaccines
1351862709105647618,pro_vaccines
1351895904253571072,pro_vaccines
1351993841944059906,pro_vaccines
1352009662791446528,pro_vaccines
1352019925401956354,pro_vaccines
1352065609752694785,pro_vaccines
1352123971102117889,pro_vaccines
1352319078577307653,pro_vaccines
1352327050401558535,pro_vaccines
1352432418402279427,pro_vaccines
1352563424375545863,pro_vaccines
1352622649336279042,pro_vaccines
1352688930378932229,pro_vaccines
1352694304968474624,pro_vaccines
1352695118420180994,pro_vaccines
1352728916910333954,pro_vaccines
1352736804043190272,pro_vaccines
1352789264950550528,pro_vaccines
1352870604647649282,pro_vaccines
1353050054920028162,pro_vaccines
1353110961763266561,pro_vaccines
1353158236120076293,pro_vaccines
1353184687473242114,pro_vaccines
1353213309898653696,pro_vaccines
1353264573999173632,pro_vaccines
1353294184845864961,pro_vaccines
1353417295759077377,pro_vaccines
1353422043526664192,pro_vaccines
1353440384727142400,pro_vaccines
1353464313290358784,pro_vaccines
1353487513667694592,pro_vaccines
1353578048373682177,pro_vaccines
1353582330548543493,pro_vaccines
1353655797662830592,pro_vaccines
1353706419967709185,pro_vaccines
1353728916679053312,pro_vaccines
1353733184618303490,pro_vaccines
1353744744774471694,pro_vaccines
1353779426807459840,pro_vaccines
1353799330159845376,pro_vaccines
1353808675421491201,pro_vaccines
1353825238748807169,pro_vaccines
1353939931937316864,pro_vaccines
1354085435115450370,pro_vaccines
1354102154177335296,pro_vaccines
1354106508695494656,pro_vaccines
1354154619732185089,pro_vaccines
1354201837671313409,pro_vaccines
1354214609817919488,pro_vaccines
1354373334985658371,pro_vaccines
1354388683214958592,pro_vaccines
1354553608591781890,pro_vaccines
1354662169137139712,pro_vaccines
1354786443953123329,pro_vaccines
1354806543330414603,pro_vaccines
1354811992624701444,pro_vaccines
1354881179338600450,pro_vaccines
1354907887106142208,pro_vaccines
1354909132520894464,pro_vaccines
1354925997611692040,pro_vaccines
1354930681449689091,pro_vaccines
1354949009396228099,pro_vaccines
1355022234021146624,pro_vaccines
1355104033946566656,pro_vaccines
1355115870440329216,pro_vaccines
1355177416466051073,pro_vaccines
1355236109857525764,pro_vaccines
1355267924945235971,pro_vaccines
1355487260616101888,pro_vaccines
1355561798112600064,pro_vaccines
1355582124573659136,pro_vaccines
1355583611336966148,pro_vaccines
1355597157261316099,pro_vaccines
1355622057233420290,pro_vaccines
1355640591623745536,pro_vaccines
1355717518237655044,pro_vaccines
1355858165540114436,pro_vaccines
1355895957699796993,pro_vaccines
1355917212507369483,pro_vaccines
1356121973970104320,pro_vaccines
1356379344055250945,pro_vaccines
1356395916849217537,pro_vaccines
1356462687908073473,pro_vaccines
1356512725678125060,pro_vaccines
1356618142097711106,pro_vaccines
1356648568329826305,pro_vaccines
1356664267190095872,pro_vaccines
1356669729876832257,pro_vaccines
1356711886159503362,pro_vaccines
1356725158006898689,pro_vaccines
1356939683276746753,pro_vaccines
1356944941860192257,pro_vaccines
1356970366627950594,pro_vaccines
1357022295374635011,pro_vaccines
1357024364726800394,pro_vaccines
1357037242351501313,pro_vaccines
1357075311536582660,pro_vaccines
1357111931132379140,pro_vaccines
1357273825986174978,pro_vaccines
1357317292158308354,pro_vaccines
1357359953632141313,pro_vaccines
1357412011718680589,pro_vaccines
1357696012580773891,pro_vaccines
1357723795721752577,pro_vaccines
1357761079464628230,pro_vaccines
1357764127494668295,pro_vaccines
1357783186164621319,pro_vaccines
1357789055988232198,pro_vaccines
1357837520638214152,pro_vaccines
1357923170276278275,pro_vaccines
1357938851902345223,pro_vaccines
1358100280160759808,pro_vaccines
1358213645881266178,pro_vaccines
1358270206553034756,pro_vaccines
1358324679279321088,pro_vaccines
1358361844583264258,pro_vaccines
1358428341666152448,pro_vaccines
1358430875738808320,pro_vaccines
1358434879504007174,pro_vaccines
1358481579643981825,pro_vaccines
1358510638671089664,pro_vaccines
1358517068916690944,pro_vaccines
1358545670341332996,pro_vaccines
1358886390566707204,pro_vaccines
1359105426067963908,pro_vaccines
1359155535619235849,pro_vaccines
1359157385319841810,pro_vaccines
1359263898424123394,pro_vaccines
1359283577301647372,pro_vaccines
1359326142516371457,pro_vaccines
1359486819595862017,pro_vaccines
1359490027294777348,pro_vaccines
1359585312469626881,pro_vaccines
1359588914013609985,pro_vaccines
1359589566622158848,pro_vaccines
1359602937987796992,pro_vaccines
1359745477911040004,pro_vaccines
1359806513313771525,pro_vaccines
1359924534338584580,pro_vaccines
1359957118237949954,pro_vaccines
1359961341625303042,pro_vaccines
1359996885990309890,pro_vaccines
1360014859992244227,pro_vaccines
1360052216439033859,pro_vaccines
1360078602365243392,pro_vaccines
1360106217201414149,pro_vaccines
1360128612662349826,pro_vaccines
1360209053289390084,pro_vaccines
1360214725385195520,pro_vaccines
1360243266634059787,pro_vaccines
1360292436585627652,pro_vaccines
1360298246208327682,pro_vaccines
1360307021669691395,pro_vaccines
1360360438668668932,pro_vaccines
1360364963416731650,pro_vaccines
1360456776433487875,pro_vaccines
1360519832874192898,pro_vaccines
1360583192139423753,pro_vaccines
1360619392321679360,pro_vaccines
1360647070961577987,pro_vaccines
1360688139946311683,pro_vaccines
1360750527911391235,pro_vaccines
1360764368443572227,pro_vaccines
1361106318002692101,pro_vaccines
1361278496828502022,pro_vaccines
1361344803217244167,pro_vaccines
1361380212244697097,pro_vaccines
1361484238395232257,pro_vaccines
1361639274370785281,pro_vaccines
1361754476802170886,pro_vaccines
1361767264937213963,pro_vaccines
1361795642096422912,pro_vaccines
1362011271097430018,pro_vaccines
1362087718587686921,pro_vaccines
1362101998284201987,pro_vaccines
1362158220811202563,pro_vaccines
1362240993739726853,pro_vaccines
1362289441918709764,pro_vaccines
1362427508046639106,pro_vaccines
1362435078450606080,pro_vaccines
1362513423473340421,pro_vaccines
1362818769492574209,pro_vaccines
1362864724417904643,pro_vaccines
1362868566668709890,pro_vaccines
1362872934373732353,pro_vaccines
1362896404646133760,pro_vaccines
1362950789023420419,pro_vaccines
1363108742997430273,pro_vaccines
1363174861099696134,pro_vaccines
1363182620629209090,pro_vaccines
1363185253997764618,pro_vaccines
1363881539273166848,pro_vaccines
1363987167400235009,pro_vaccines
1363990039609409540,pro_vaccines
1363991589945827328,pro_vaccines
1363991800847958022,pro_vaccines
1364153828673806336,pro_vaccines
1364155416926683138,pro_vaccines
1364208592178581508,pro_vaccines
1364247468649537536,pro_vaccines
1364259598593523714,pro_vaccines
1364272584645369861,pro_vaccines
1364281500192104449,pro_vaccines
1364362177973420032,pro_vaccines
1364447016592449536,pro_vaccines
1364484482770767876,pro_vaccines
1364603730696396802,pro_vaccines
1364604549722476544,pro_vaccines
1364615184837402629,pro_vaccines
1364619619579949064,pro_vaccines
1364634672177684480,pro_vaccines
1364642130254249999,pro_vaccines
1364693131774599170,pro_vaccines
1364710478556127236,pro_vaccines
1364828077730263040,pro_vaccines
1364920752684863490,pro_vaccines
1364973793215606786,pro_vaccines
1364994592035119108,pro_vaccines
1365002341477474304,pro_vaccines
1365006677544636416,pro_vaccines
1365031115208208389,pro_vaccines
1365051111158276097,pro_vaccines
1365073925147922433,pro_vaccines
1365223727319969792,pro_vaccines
1365271790793216003,pro_vaccines
1365273070676692992,pro_vaccines
1365310988589948930,pro_vaccines
1365335400500264963,pro_vaccines
1365348215248347148,pro_vaccines
1365364695000039425,pro_vaccines
1365373018344669186,pro_vaccines
1365431975012691973,pro_vaccines
1365462622112526336,pro_vaccines
1365648109477404677,pro_vaccines
1365703597397336068,pro_vaccines
1365758966517686280,pro_vaccines
1365788242386190336,pro_vaccines
1365914754506776577,pro_vaccines
1366117304837287942,pro_vaccines
1366152249139859458,pro_vaccines
1366200243415564293,pro_vaccines
1366210590486757385,pro_vaccines
1366224118207549441,pro_vaccines
1366227046758768643,pro_vaccines
1366306377690349571,pro_vaccines
1366340022660714497,pro_vaccines
1366407507741200386,pro_vaccines
1366407940564017156,pro_vaccines
1366408193002373122,pro_vaccines
1366440139854086145,pro_vaccines
1366465574050664451,pro_vaccines
1366572673636139008,pro_vaccines
1366573585565949955,pro_vaccines
1366579864501952512,pro_vaccines
1366627829111267329,pro_vaccines
1366779015952932865,pro_vaccines
1366872569048166412,pro_vaccines
1366900335537610754,pro_vaccines
1366907117253263360,pro_vaccines
1366959453031964682,pro_vaccines
1366985165768175617,pro_vaccines
1366986328387293187,pro_vaccines
1366987775229231104,pro_vaccines
1366992177658814464,pro_vaccines
1366993173021675522,pro_vaccines
1367005927333765122,pro_vaccines
1367069817333776386,pro_vaccines
1367091589605072897,pro_vaccines
1367097057463336976,pro_vaccines
1367102957125312515,pro_vaccines
1367115583951626242,pro_vaccines
1367118009098207233,pro_vaccines
1367118715846860800,pro_vaccines
1367152236867026946,pro_vaccines
1367167324504088577,pro_vaccines
1367225248563793925,pro_vaccines
1367283983231385601,pro_vaccines
1367287511408607233,pro_vaccines
1367328285491744770,pro_vaccines
1367346936639066113,pro_vaccines
1367431315881152514,pro_vaccines
1367449144332328969,pro_vaccines
1367459198288744448,pro_vaccines
1367459475637088262,pro_vaccines
1367510041650212872,pro_vaccines
1367513481205805056,pro_vaccines
1367518596843278336,pro_vaccines
1367526377889685510,pro_vaccines
1367530573791711235,pro_vaccines
1367563884119396355,pro_vaccines
1367568661930672130,pro_vaccines
1367583523339649024,pro_vaccines
1367594429582778370,pro_vaccines
1367635395085803522,pro_vaccines
1367640989972709379,pro_vaccines
1367751627998957568,pro_vaccines
1367756982195732481,pro_vaccines
1367838246357598212,pro_vaccines
1367853132017991681,pro_vaccines
1367885288790441994,pro_vaccines
1367897069462183941,pro_vaccines
1367904409485643778,pro_vaccines
1367954780220493826,pro_vaccines
1367973369300197384,pro_vaccines
1368033074425040897,pro_vaccines
1368240589859397636,pro_vaccines
1368277463147675658,pro_vaccines
1368320001388646401,pro_vaccines
1368537286661472256,pro_vaccines
1368606996459495427,pro_vaccines
1368678095058706436,pro_vaccines
1368678102625185794,pro_vaccines
1368685318019325954,pro_vaccines
1368703804481372161,pro_vaccines
1368704815384166400,pro_vaccines
1368735327301607426,pro_vaccines
1368937210892980227,pro_vaccines
1368951355348447236,pro_vaccines
1368954796636471302,pro_vaccines
1368968884875837440,pro_vaccines
1369011381853421568,pro_vaccines
1369030357677268994,pro_vaccines
1369037971178029068,pro_vaccines
1369053611276169217,pro_vaccines
1369054024306204681,pro_vaccines
1369070736455786496,pro_vaccines
1369083828514459650,pro_vaccines
1369125092576333827,pro_vaccines
1369369028335132679,pro_vaccines
1369457607887454208,pro_vaccines
1369565394139312129,pro_vaccines
1369608096943910916,pro_vaccines
1369680929841614852,pro_vaccines
1369719861190946816,pro_vaccines
1369740936201330695,pro_vaccines
1369782701595766786,pro_vaccines
1369795543254306822,pro_vaccines
1369817840161873928,pro_vaccines
1369819999053942787,pro_vaccines
1369958505449320452,pro_vaccines
1370020654070657030,pro_vaccines
1370023929209782285,pro_vaccines
1370043587518476288,pro_vaccines
1370095085203906564,pro_vaccines
1370101727966474248,pro_vaccines
1370103175248818178,pro_vaccines
1370145508962930689,pro_vaccines
1370152622695591938,pro_vaccines
1370182347165941767,pro_vaccines
1370268797114871808,pro_vaccines
1370369889685360640,pro_vaccines
1370411431745687552,pro_vaccines
1370413460278874117,pro_vaccines
1370426473123749895,pro_vaccines
1370445791500832772,pro_vaccines
1370452003839602689,pro_vaccines
1370461671454613514,pro_vaccines
1370471645522112512,pro_vaccines
1370501977688408073,pro_vaccines
1370510799626719236,pro_vaccines
1370510943902261249,pro_vaccines
1370511209187921924,pro_vaccines
1370519511988834305,pro_vaccines
1370533120877985793,pro_vaccines
1370534502699823105,pro_vaccines
1370551167348969472,pro_vaccines
1370736243609370625,pro_vaccines
1370768089332219906,pro_vaccines
1370813597216075777,pro_vaccines
1370825567398998021,pro_vaccines
1370862959086297089,pro_vaccines
1370907572845350915,pro_vaccines
1370963266499874820,pro_vaccines
1370977087461457921,pro_vaccines
1371031050474958850,pro_vaccines
1371120055870652421,pro_vaccines
1371155094633340934,pro_vaccines
1371175449062088705,pro_vaccines
1371273550028435456,pro_vaccines
1371274543923273728,pro_vaccines
1371413122892898307,pro_vaccines
1371427567840997380,pro_vaccines
1371476213269635074,pro_vaccines
1371484676490153984,pro_vaccines
1371560180991856650,pro_vaccines
1371585682087493633,pro_vaccines
1371626420892471298,pro_vaccines
1371640540974960640,pro_vaccines
1371647270945353739,pro_vaccines
1371683796085567491,pro_vaccines
1371720195379724291,pro_vaccines
1371737777675628544,pro_vaccines
1371814954232377344,pro_vaccines
1371919138092945414,pro_vaccines
1371929814609842178,pro_vaccines
1371929919287140359,pro_vaccines
1371932698432966657,pro_vaccines
1371979350971707398,pro_vaccines
1372049973773168641,pro_vaccines
1372160724978561028,pro_vaccines
1372197330909270020,pro_vaccines
1372224519520333827,pro_vaccines
1372247166173937666,pro_vaccines
1372275778084290567,pro_vaccines
1372307978381094914,pro_vaccines
1372379529805586433,pro_vaccines
1372423148562313222,pro_vaccines
1372430258444496898,pro_vaccines
1372494678977884161,pro_vaccines
1372548978177409030,pro_vaccines
1372579346490261507,pro_vaccines
1372597959901188097,pro_vaccines
1372614155736379392,pro_vaccines
1372629927179255808,pro_vaccines
1372631704297480197,pro_vaccines
1372632491987718150,pro_vaccines
1372644298575908866,pro_vaccines
1372644601157222402,pro_vaccines
1372655124150108161,pro_vaccines
1372720793088581636,pro_vaccines
1372724706068029440,pro_vaccines
1372732733475024902,pro_vaccines
1372746750386176005,pro_vaccines
1372761663812734980,pro_vaccines
1372819435766046720,pro_vaccines
1372930687255379974,pro_vaccines
1372953394873307140,pro_vaccines
1372956119597862914,pro_vaccines
1372964259081162755,pro_vaccines
1373010128182591489,pro_vaccines
1373027616584650755,pro_vaccines
1373035702670200844,pro_vaccines
1373061584524865543,pro_vaccines
1373085192911384578,pro_vaccines
1373195722925965312,pro_vaccines
1373259731565969414,pro_vaccines
1373260822198161411,pro_vaccines
1373263303301083137,pro_vaccines
1373278735789527043,pro_vaccines
1373323415256506368,pro_vaccines
1373393417665978369,pro_vaccines
1373397175632232450,pro_vaccines
1373423482919383047,pro_vaccines
1373427580746006531,pro_vaccines
1373459109698179078,pro_vaccines
1373468665711001600,pro_vaccines
1373527664741392390,pro_vaccines
1373535244649783297,pro_vaccines
1373606259941908480,pro_vaccines
1373616281379688449,pro_vaccines
1373680366024855554,pro_vaccines
1373697438196719616,pro_vaccines
1373714977383710729,pro_vaccines
1373736901606248450,pro_vaccines
1373795666930012161,pro_vaccines
1373854979585417217,pro_vaccines
1373899846185275398,pro_vaccines
1373963739104473091,pro_vaccines
1374055747944734722,pro_vaccines
1374086055700357120,pro_vaccines
1374099675179970563,pro_vaccines
1374102768663863298,pro_vaccines
1374149316315648003,pro_vaccines
1374179469968117764,pro_vaccines
1374187044998676485,pro_vaccines
1374229753620668418,pro_vaccines
1374275717752496135,pro_vaccines
1374289138271318016,pro_vaccines
1374385777136652292,pro_vaccines
1374449000867196931,pro_vaccines
1374449449540329478,pro_vaccines
1374479380391464969,pro_vaccines
1374499218300096512,pro_vaccines
1374534273051422720,pro_vaccines
1374631389748940801,pro_vaccines
1374747236526129153,pro_vaccines
1374803358167490564,pro_vaccines
1374808235677388803,pro_vaccines
1374826883896999942,pro_vaccines
1374877398479609856,pro_vaccines
1374882443812028416,pro_vaccines
1374947718808829953,pro_vaccines
1374963823413665792,pro_vaccines
1375019039710453771,pro_vaccines
1375019860686729217,pro_vaccines
1375058489555488768,pro_vaccines
1375111467691778049,pro_vaccines
1375133073419952131,pro_vaccines
1375146149389144067,pro_vaccines
1375148116819767301,pro_vaccines
1375168594317824002,pro_vaccines
1375178078306062339,pro_vaccines
1375199005072711683,pro_vaccines
1375203472459583488,pro_vaccines
1375220526155759622,pro_vaccines
1375265161544540167,pro_vaccines
1375277744469241857,pro_vaccines
1375296367338389510,pro_vaccines
1375439118625353728,pro_vaccines
1375490597973323780,pro_vaccines
1375498263478984708,pro_vaccines
1375509493367238658,pro_vaccines
1375519825267658752,pro_vaccines
1375532162343182336,pro_vaccines
1375548305736937475,pro_vaccines
1375565905841823747,pro_vaccines
1375587689504866305,pro_vaccines
1375627147008602113,pro_vaccines
1375718642990653442,pro_vaccines
1375722453629083649,pro_vaccines
